source_label,target_label,source,target
"Mellon, Andrew W.",Subsector 327-Nonmetallic Mineral Product Manufacturing,105,223
"Mellon, Andrew W.",Subsector 332-Fabricated Metal Product Manufacturing,105,210
"Mellon, Andrew W.",Subsector 482-Rail Transportation,105,194
"Merriam, William Rush","Subsector 921-Executive, Legislative, and Other General Government Support",22,204
"Merriam, William Rush",Subsector 522-Credit Intermediation and Related Activities,22,199
"Merriam, William Rush",Subsector 212-Mining (except Oil and Gas),22,200
"Merriam, William Rush",Subsector 334-Computer and Electronic Product Manufacturing,22,248
"Milbank, Jeremiah",Subsector 311-Food Manufacturing,106,197
"Milbank, Jeremiah",Subsector 482-Rail Transportation,106,194
"Milbank, Jeremiah","Subsector 424-Merchant Wholesalers, Nondurable Goods",106,201
"Milliken, Seth Mellen",Subsector 313-Textile Mills,107,221
"Milliken, Seth Mellen",Subsector 611-Educational Services,107,238
"Milliken, Seth Mellen","Subsector 424-Merchant Wholesalers, Nondurable Goods",107,201
"Milliken, Seth Mellen",Subsector 322-Paper Manufacturing,107,232
"Milliken, Seth Mellen",Subsector 332-Fabricated Metal Product Manufacturing,107,210
"Milliken, Seth Mellen",Subsector 522-Credit Intermediation and Related Activities,107,199
"Milliken, Seth Mellen",Subsector 524-Insurance Carriers and Related Activities,107,203
"Milliken, Seth Mellen","Subsector 525-Funds, Trusts, and Other Financial Vehicles",107,207
"Mills, Darius Ogden",Subsector 522-Credit Intermediation and Related Activities,108,199
"Mills, Darius Ogden",Subsector 212-Mining (except Oil and Gas),108,200
"Mills, Darius Ogden",Subsector 482-Rail Transportation,108,194
"Mills, Darius Ogden",Subsector 221-Utilities,108,192
"Mills, Darius Ogden",Subsector 721-Accommodation,108,235
"Moore, William Henry",Subsector 522-Credit Intermediation and Related Activities,109,199
"Moore, William Henry",Subsector 331-Primary Metal Manufacturing,109,215
"Moore, William Henry",Subsector 325-Chemical Manufacturing,109,220
"Moore, William Henry",Subsector 311-Food Manufacturing,109,197
"Moore, William Henry",Subsector 332-Fabricated Metal Product Manufacturing,109,210
"Moore, William Henry",Subsector 482-Rail Transportation,109,194
"Moore, William Henry",Subsector 524-Insurance Carriers and Related Activities,109,203
"Moore, William Henry",Subsector 517-Telecommunications,109,212
"Moore, William Henry","Subsector 525-Funds, Trusts, and Other Financial Vehicles",109,207
"Morgan, J. Pierpont",Subsector 522-Credit Intermediation and Related Activities,110,199
"Morgan, J. Pierpont","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",110,193
"Morgan, J. Pierpont",Subsector 482-Rail Transportation,110,194
"Morgan, J. Pierpont",Subsector 331-Primary Metal Manufacturing,110,215
"Morgan, J. Pierpont",Subsector 483-Water Transportation,110,209
"Morgan, J. Pierpont",Subsector 221-Utilities,110,192
"Obrig, Adolf","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",23,193
"Obrig, Adolf",Subsector 325-Chemical Manufacturing,23,220
"Obrig, Adolf","Subsector 525-Funds, Trusts, and Other Financial Vehicles",23,207
"Oliver, George Tener","Subsector 541-Professional, Scientific, and Technical Services",111,216
"Oliver, George Tener",Subsector 511-Publishing Industries (except Internet),111,227
"Oliver, George Tener","Subsector 921-Executive, Legislative, and Other General Government Support",111,204
"Oliver, George Tener",Subsector 331-Primary Metal Manufacturing,111,215
"Oliver, Henry W.",Subsector 517-Telecommunications,112,212
"Oliver, Henry W.",Subsector 483-Water Transportation,112,209
"Oliver, Henry W.",Subsector 331-Primary Metal Manufacturing,112,215
"Oliver, Henry W.",Subsector 332-Fabricated Metal Product Manufacturing,112,210
"Oliver, Henry W.",Subsector 622-Hospitals,112,202
"Oliver, Henry W.",Subsector 522-Credit Intermediation and Related Activities,112,199
"Oliver, Henry W.",Subsector 482-Rail Transportation,112,194
"Oliver, Henry W.",Subsector 488-Support Activities for Transportation,112,249
"Oliver, Henry W.",Subsector 221-Utilities,112,192
"Oliver, Henry W.",Subsector 212-Mining (except Oil and Gas),112,200
"Peavey, Frank Hutchinson","Subsector 423-Merchant Wholesalers, Durable Goods",113,244
"Peavey, Frank Hutchinson","Subsector 424-Merchant Wholesalers, Nondurable Goods",113,201
"Peavey, Frank Hutchinson",Subsector 482-Rail Transportation,113,194
"Peavey, Frank Hutchinson",Subsector 493-Warehousing and Storage,113,246
"Peavey, Frank Hutchinson",Subsector 483-Water Transportation,113,209
"Peavey, Frank Hutchinson",Subsector 522-Credit Intermediation and Related Activities,113,199
"Penfold, Edmund",Subsector 221-Utilities,114,192
"Penfold, Edmund",Subsector 524-Insurance Carriers and Related Activities,114,203
"Peters, Samuel T.","Subsector 423-Merchant Wholesalers, Durable Goods",115,244
"Peters, Samuel T.",Subsector 522-Credit Intermediation and Related Activities,115,199
"Raynor, James A.",Subsector 482-Rail Transportation,116,194
"Raynor, James A.",Subsector 483-Water Transportation,116,209
"Ream, Norman B.",Subsector 336-Transportation Equipment Manufacturing,164,229
"Ream, Norman B.",Subsector 311-Food Manufacturing,164,197
"Ream, Norman B.",Subsector 331-Primary Metal Manufacturing,164,215
"Ream, Norman B.",Subsector 482-Rail Transportation,164,194
"Ream, Norman B.",Subsector 522-Credit Intermediation and Related Activities,164,199
"Ream, Norman B.",Subsector 524-Insurance Carriers and Related Activities,164,203
"Ream, Norman B.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",164,207
"Ream, Norman B.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",164,193
"Ream, Norman B.","Subsector 424-Merchant Wholesalers, Nondurable Goods",164,201
"Reid, Daniel G.",Subsector 522-Credit Intermediation and Related Activities,182,199
"Reid, Daniel G.",Subsector 331-Primary Metal Manufacturing,182,215
"Reid, Daniel G.",Subsector 332-Fabricated Metal Product Manufacturing,182,210
"Reid, Daniel G.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",182,207
"Reid, Daniel G.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",182,193
"Reid, Daniel G.",Subsector 482-Rail Transportation,182,194
"Reid, Daniel G.",Subsector 524-Insurance Carriers and Related Activities,182,203
"Reinhardt, Henry",Subsector 453-Miscellaneous Store Retailers,24,214
"Reinhardt, Henry","Subsector 712-Museums, Historical Sites, and Similar Institutions",24,233
"Reisinger, Hugo",Subsector 325-Chemical Manufacturing,25,220
"Reisinger, Hugo",Subsector 327-Nonmetallic Mineral Product Manufacturing,25,223
"Riker, John Lawrence",Subsector 522-Credit Intermediation and Related Activities,117,199
"Riker, John Lawrence",Subsector 325-Chemical Manufacturing,117,220
"Riker, John Lawrence",Subsector 524-Insurance Carriers and Related Activities,117,203
"Riker, John Lawrence","Subsector 525-Funds, Trusts, and Other Financial Vehicles",117,207
"Riker, John Lawrence",Subsector 482-Rail Transportation,117,194
"Riker, John Lawrence",Subsector 517-Telecommunications,117,212
"Riker, John Lawrence",Subsector 212-Mining (except Oil and Gas),117,200
"Riker, John Lawrence",Subsector 483-Water Transportation,117,209
"Roberts, Marshall O.",Subsector 482-Rail Transportation,118,194
"Roberts, Marshall O.",Subsector 483-Water Transportation,118,209
"Roberts, Marshall O.",Subsector 522-Credit Intermediation and Related Activities,118,199
"Roberts, Marshall O.",Subsector 237-Heavy and Civil Engineering Construction,118,217
"Roberts, Marshall O.",Subsector 517-Telecommunications,118,212
"Rockefeller, William Avery Jr.",Subsector 211-Oil and Gas Extraction,119,222
"Rockefeller, William Avery Jr.",Subsector 324-Petroleum and Coal Products Manufacturing,119,236
"Rockefeller, William Avery Jr.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",119,193
"Rockefeller, William Avery Jr.",Subsector 212-Mining (except Oil and Gas),119,200
"Rockefeller, William Avery Jr.",Subsector 221-Utilities,119,192
"Rockefeller, William Avery Jr.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",119,207
"Rockefeller, William Avery Jr.","Subsector 424-Merchant Wholesalers, Nondurable Goods",119,201
"Rockefeller, William Avery Jr.",Subsector 522-Credit Intermediation and Related Activities,119,199
"Rockefeller, William Avery Jr.",Subsector 482-Rail Transportation,119,194
"Rockefeller, William Avery Jr.",Subsector 238-Specialty Trade Contractors,119,230
"Rockefeller, William Avery Jr.",Subsector 483-Water Transportation,119,209
"Rockefeller, William Avery Jr.","Subsector 423-Merchant Wholesalers, Durable Goods",119,244
"Roebling, Ferdinand W.",Subsector 332-Fabricated Metal Product Manufacturing,120,210
"Roebling, Ferdinand W.",Subsector 322-Paper Manufacturing,120,232
"Roebling, Ferdinand W.",Subsector 482-Rail Transportation,120,194
"Roebling, Ferdinand W.",Subsector 524-Insurance Carriers and Related Activities,120,203
"Roebling, Ferdinand W.",Subsector 522-Credit Intermediation and Related Activities,120,199
"Roebling, Ferdinand W.",Subsector 485-Transit and Ground Passenger Transportation,120,219
"Roebling, Ferdinand W.",Subsector 333-Machinery Manufacturing,120,206
"Roebling, Ferdinand W.",Subsector 221-Utilities,120,192
"Roebling, Ferdinand W.",Subsector 327-Nonmetallic Mineral Product Manufacturing,120,223
"Roebling, Ferdinand W.",Subsector 483-Water Transportation,120,209
"Ruppert, Jacob","Subsector 921-Executive, Legislative, and Other General Government Support",26,204
"Ruppert, Jacob","Subsector 711-Performing Arts, Spectator Sports, and Related Industries 543",26,239
"Ruppert, Jacob",Subsector 313-Textile Mills,26,221
"Ruppert, Jacob",Subsector 212-Mining (except Oil and Gas),26,200
"Ruppert, Jacob",Subsector 522-Credit Intermediation and Related Activities,26,199
"Ruppert, Jacob",Subsector 524-Insurance Carriers and Related Activities,26,203
"Ruppert, Jacob",Subsector 312-Beverage and Tobacco Product Manufacturing,26,237
"Sabin, Charles H.",Subsector 522-Credit Intermediation and Related Activities,121,199
"Sabin, Charles H.","Subsector 424-Merchant Wholesalers, Nondurable Goods",121,201
"Salter, Thomas P.",Subsector 928-National Security and International Affairs,122,250
"Salter, Thomas P.",Subsector 483-Water Transportation,122,209
"Schiff, Jacob Henry",Subsector 522-Credit Intermediation and Related Activities,183,199
"Schiff, Jacob Henry","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",183,193
"Schiff, Jacob Henry",Subsector 482-Rail Transportation,183,194
"Schiff, Jacob Henry","Subsector 525-Funds, Trusts, and Other Financial Vehicles",183,207
"Schiff, Jacob Henry",Subsector 517-Telecommunications,183,212
"Schwab, Charles M.",Subsector 331-Primary Metal Manufacturing,123,215
"Schwab, Charles M.",Subsector 524-Insurance Carriers and Related Activities,123,203
"Schwab, Charles M.",Subsector 336-Transportation Equipment Manufacturing,123,229
"Seligman, Henry","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",27,193
"Seligman, Henry",Subsector 336-Transportation Equipment Manufacturing,27,229
"Seligman, Henry",Subsector 485-Transit and Ground Passenger Transportation,27,219
"Seligman, Henry",Subsector 221-Utilities,27,192
"Seligman, Henry",Subsector 331-Primary Metal Manufacturing,27,215
"Seligman, Henry",Subsector 482-Rail Transportation,27,194
"Seligman, Henry",Subsector 522-Credit Intermediation and Related Activities,27,199
"Seligman, Henry",Subsector 316-Leather and Allied Product Manufacturing,27,208
"Seligman, Isaac Newton","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",28,193
"Seligman, Isaac Newton",Subsector 522-Credit Intermediation and Related Activities,28,199
"Seligman, Isaac Newton",Subsector 524-Insurance Carriers and Related Activities,28,203
"Seligman, Isaac Newton","Subsector 525-Funds, Trusts, and Other Financial Vehicles",28,207
"Seligman, Isaac Newton",Subsector 624-Social Assistance,28,251
"Shepherd, James G.",Subsector 212-Mining (except Oil and Gas),29,200
"Shepherd, James G.",Subsector 524-Insurance Carriers and Related Activities,29,203
"Shepherd, James G.",Subsector 221-Utilities,29,192
"Sloane, William Douglas",Subsector 522-Credit Intermediation and Related Activities,124,199
"Sloane, William Douglas","Subsector 423-Merchant Wholesalers, Durable Goods",124,244
"Sloane, William Douglas",Subsector 624-Social Assistance,124,251
"Sloane, William Douglas",Subsector 517-Telecommunications,124,212
"Sloane, William Douglas","Subsector 525-Funds, Trusts, and Other Financial Vehicles",124,207
"Sloane, William Douglas",Subsector 331-Primary Metal Manufacturing,124,215
"Sloane, William Douglas",Subsector 482-Rail Transportation,124,194
"Smith, Charles Stewart",Subsector 531-Real Estate,125,218
"Smith, Charles Stewart",Subsector 624-Social Assistance,125,251
"Smith, Charles Stewart",Subsector 522-Credit Intermediation and Related Activities,125,199
"Smith, Charles Stewart",Subsector 524-Insurance Carriers and Related Activities,125,203
"Smith, Charles Stewart","Subsector 424-Merchant Wholesalers, Nondurable Goods",125,201
"Smith, Charles Stewart","Subsector 525-Funds, Trusts, and Other Financial Vehicles",125,207
"Smith, Theodore E.",Subsector 339-Miscellaneous Manufacturing,126,245
"Smith, Theodore E.",Subsector 522-Credit Intermediation and Related Activities,126,199
"Smith, Theodore E.",Subsector 524-Insurance Carriers and Related Activities,126,203
"Spoor, John A.",Subsector 336-Transportation Equipment Manufacturing,169,229
"Spoor, John A.",Subsector 311-Food Manufacturing,169,197
"Spoor, John A.",Subsector 522-Credit Intermediation and Related Activities,169,199
"Stanford, Leland","Subsector 921-Executive, Legislative, and Other General Government Support",127,204
"Stanford, Leland","Subsector 541-Professional, Scientific, and Technical Services",127,216
"Stanford, Leland",Subsector 482-Rail Transportation,127,194
"Stanford, Leland",Subsector 522-Credit Intermediation and Related Activities,127,199
"Stanford, Leland",Subsector 524-Insurance Carriers and Related Activities,127,203
"Stanford, Leland",Subsector 483-Water Transportation,127,209
"Stanford, Leland",Subsector 312-Beverage and Tobacco Product Manufacturing,127,237
"Stanford, Leland",Subsector 112-Animal Production and Aquaculture,127,225
"Stern, Louis",Subsector 452-General Merchandise Stores,30,231
"Stern, Louis",Subsector 522-Credit Intermediation and Related Activities,30,199
"Stern, Louis","Subsector 525-Funds, Trusts, and Other Financial Vehicles",30,207
"Stern, Louis",Subsector 325-Chemical Manufacturing,30,220
"Stern, Louis",Subsector 524-Insurance Carriers and Related Activities,30,203
"Stern, Louis",Subsector 531-Real Estate,30,218
"Stewart, Lispenard","Subsector 541-Professional, Scientific, and Technical Services",128,216
"Stewart, Lispenard",Subsector 531-Real Estate,128,218
"Stewart, Lispenard","Subsector 921-Executive, Legislative, and Other General Government Support",128,204
"Stewart, Lispenard","Subsector 525-Funds, Trusts, and Other Financial Vehicles",128,207
"Stillman, James",Subsector 522-Credit Intermediation and Related Activities,129,199
"Stillman, James",Subsector 212-Mining (except Oil and Gas),129,200
"Stillman, James","Subsector 525-Funds, Trusts, and Other Financial Vehicles",129,207
"Stransky, Josef","Subsector 711-Performing Arts, Spectator Sports, and Related Industries 543",31,239
"Tenney, Charles Henry","Subsector 424-Merchant Wholesalers, Nondurable Goods",32,201
"Tenney, Charles Henry",Subsector 522-Credit Intermediation and Related Activities,32,199
"Terry, John T.",Subsector 452-General Merchandise Stores,130,231
"Terry, John T.",Subsector 522-Credit Intermediation and Related Activities,130,199
"Terry, John T.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",130,207
"Terry, John T.",Subsector 524-Insurance Carriers and Related Activities,130,203
"Terry, John T.",Subsector 517-Telecommunications,130,212
"Terry, John T.",Subsector 482-Rail Transportation,130,194
"Thomas, Seth Edward",Subsector 334-Computer and Electronic Product Manufacturing,131,248
"Thorne, Samuel P.",Subsector 212-Mining (except Oil and Gas),132,200
"Thorne, Samuel P.",Subsector 522-Credit Intermediation and Related Activities,132,199
"Thorne, Samuel P.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",132,207
"Thorne, Samuel P.",Subsector 482-Rail Transportation,132,194
"Thorne, Samuel P.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",132,193
"Thorne, Samuel P.",Subsector 524-Insurance Carriers and Related Activities,132,203
"Thorne, Samuel P.",Subsector 493-Warehousing and Storage,132,246
"Thorne, Samuel P.",Subsector 485-Transit and Ground Passenger Transportation,132,219
"Tousey, Sinclair",Subsector 511-Publishing Industries (except Internet),133,227
"Tousey, Sinclair",Subsector 522-Credit Intermediation and Related Activities,133,199
"Tuckerman, Lucius",Subsector 331-Primary Metal Manufacturing,134,215
"Valentine, Lawson",Subsector 111-Crop Production,135,252
"Valentine, Lawson",Subsector 325-Chemical Manufacturing,135,220
"Valentine, Lawson",Subsector 511-Publishing Industries (except Internet),135,227
"Valentine, P.A.",Subsector 522-Credit Intermediation and Related Activities,33,199
"Valentine, P.A.",Subsector 316-Leather and Allied Product Manufacturing,33,208
"Valentine, P.A.",Subsector 531-Real Estate,33,218
"Valentine, P.A.",Subsector 482-Rail Transportation,33,194
"Vanderbilt, Cornelius II",Subsector 522-Credit Intermediation and Related Activities,136,199
"Vanderbilt, Cornelius II",Subsector 482-Rail Transportation,136,194
"Vanderbilt, Cornelius II","Subsector 525-Funds, Trusts, and Other Financial Vehicles",136,207
"Ward, Leslie Dodd",Subsector 524-Insurance Carriers and Related Activities,137,203
"Ward, Leslie Dodd",Subsector 621-Ambulatory Health Care Services,137,253
"Ward, Leslie Dodd","Subsector 525-Funds, Trusts, and Other Financial Vehicles",137,207
"Ward, Leslie Dodd",Subsector 522-Credit Intermediation and Related Activities,137,199
"Ward, Leslie Dodd",Subsector 221-Utilities,137,192
"Ward, Leslie Dodd",Subsector 332-Fabricated Metal Product Manufacturing,137,210
"Ward, Leslie Dodd",Subsector 622-Hospitals,137,202
"Ward, Leslie Dodd",Subsector 482-Rail Transportation,137,194
"Ward, Leslie Dodd",Subsector 333-Machinery Manufacturing,137,206
"Warren, John Hobart",Subsector 332-Fabricated Metal Product Manufacturing,138,210
"Warren, John Hobart",Subsector 522-Credit Intermediation and Related Activities,138,199
"Warren, John Hobart",Subsector 482-Rail Transportation,138,194
"Widener, Peter A.B.","Subsector 921-Executive, Legislative, and Other General Government Support",34,204
"Widener, Peter A.B.",Subsector 485-Transit and Ground Passenger Transportation,34,219
"Widener, Peter A.B.",Subsector 312-Beverage and Tobacco Product Manufacturing,34,237
"Widener, Peter A.B.",Subsector 482-Rail Transportation,34,194
"Widener, Peter A.B.",Subsector 331-Primary Metal Manufacturing,34,215
"Willets, Howard",Subsector 112-Animal Production and Aquaculture,139,225
"Willets, Howard",Subsector 452-General Merchandise Stores,139,231
"Willets, Howard",Subsector 531-Real Estate,139,218
"Woolworth, Frank Winfield","Subsector 423-Merchant Wholesalers, Durable Goods",35,244
"Woolworth, Frank Winfield","Subsector 424-Merchant Wholesalers, Nondurable Goods",35,201
"Woolworth, Frank Winfield",Subsector 522-Credit Intermediation and Related Activities,35,199
"Woolworth, Frank Winfield","Subsector 525-Funds, Trusts, and Other Financial Vehicles",35,207
"Woolworth, Frank Winfield",Subsector 531-Real Estate,35,218
"Allen, George L.",Subsector 332-Fabricated Metal Product Manufacturing,141,210
"Astor, William",Subsector 721-Accommodation,143,235
"Astor, William","Subsector 921-Executive, Legislative, and Other General Government Support",143,204
"Astor, William",Subsector 928-National Security and International Affairs,143,250
"Astor, William",Subsector 511-Publishing Industries (except Internet),143,227
"Astor, William","Subsector 711-Performing Arts, Spectator Sports, and Related Industries",143,213
"Barger, Samuel F.","Subsector 541-Professional, Scientific, and Technical Services",144,216
"Barger, Samuel F.",Subsector 482-Rail Transportation,144,194
"Barger, Samuel F.",Subsector 336-Transportation Equipment Manufacturing,144,229
"Barger, Samuel F.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",144,207
"Barger, Samuel F.",Subsector 517-Telecommunications,144,212
"Bartlett, Francis",Subsector 522-Credit Intermediation and Related Activities,145,199
"Bartlett, Francis","Subsector 541-Professional, Scientific, and Technical Services",145,216
"Bennett, James Gordon Jr.",Subsector 511-Publishing Industries (except Internet),146,227
"Bennett, James Gordon Jr.",Subsector 517-Telecommunications,146,212
"Bixby, William K.",Subsector 482-Rail Transportation,147,194
"Bixby, William K.",Subsector 336-Transportation Equipment Manufacturing,147,229
"Bixby, William K.",Subsector 221-Utilities,147,192
"Bixby, William K.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",147,207
"Bixby, William K.",Subsector 522-Credit Intermediation and Related Activities,147,199
"Catlin, Daniel",Subsector 312-Beverage and Tobacco Product Manufacturing,148,237
"Catlin, Daniel","Subsector 525-Funds, Trusts, and Other Financial Vehicles",148,207
"Catlin, Daniel",Subsector 522-Credit Intermediation and Related Activities,148,199
"Clark, George Crawford",Subsector 522-Credit Intermediation and Related Activities,149,199
"Comstock, William C.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",150,193
"Comstock, William C.",Subsector 531-Real Estate,150,218
"Comstock, William C.",Subsector 611-Educational Services,150,238
"Deering, Charles",Subsector 333-Machinery Manufacturing,151,206
"Gould, Helen","Subsector 813-Religious, Grantmaking, Civic, Professional, and Similar Organizations",153,254
"Gunsaulus, Dr. Frank W.",Subsector 611-Educational Services,140,238
"Gunsaulus, Dr. Frank W.","Subsector 813-Religious, Grantmaking, Civic, Professional, and Similar Organizations",140,254
"Harkness, Edward",Subsector 482-Rail Transportation,154,194
"Harkness, Edward",Subsector 237-Heavy and Civil Engineering Construction,154,217
"Healy, Aaron Augustus",Subsector 453-Miscellaneous Store Retailers,155,214
"Healy, Aaron Augustus",Subsector 316-Leather and Allied Product Manufacturing,155,208
"Healy, Aaron Augustus","Subsector 921-Executive, Legislative, and Other General Government Support",155,204
"Hutchinson, William J.",Subsector 212-Mining (except Oil and Gas),156,200
"Hutchinson, William J.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",156,193
"Hutchinson, William J.",Subsector 325-Chemical Manufacturing,156,220
"Hutchinson, William J.",Subsector 524-Insurance Carriers and Related Activities,156,203
"Hutchinson, William J.",Subsector 332-Fabricated Metal Product Manufacturing,156,210
"Jewett, William Kennon",Subsector 212-Mining (except Oil and Gas),157,200
"Jewett, William Kennon",Subsector 482-Rail Transportation,157,194
"Jewett, William Kennon",Subsector 211-Oil and Gas Extraction,157,222
"Jewett, William Kennon","Subsector 335-Electrical Equipment, Appliance, and Component Manufacturing",157,195
"Jewett, William Kennon",Subsector 331-Primary Metal Manufacturing,157,215
"Jewett, William Kennon","Subsector 525-Funds, Trusts, and Other Financial Vehicles",157,207
"Jewett, William Kennon",Subsector 522-Credit Intermediation and Related Activities,157,199
"Johnson, John G.","Subsector 541-Professional, Scientific, and Technical Services",158,216
"Lewisohn, Adolph","Subsector 424-Merchant Wholesalers, Nondurable Goods",159,201
"Lewisohn, Adolph",Subsector 212-Mining (except Oil and Gas),159,200
"Martin, Bradley","Subsector 541-Professional, Scientific, and Technical Services",160,216
"McAlpin, David H.",Subsector 622-Hospitals,161,202
"McAlpin, David H.",Subsector 312-Beverage and Tobacco Product Manufacturing,161,237
"Morgan, J. Pierpont, Jr.",Subsector 522-Credit Intermediation and Related Activities,162,199
"Morgan, J. Pierpont, Jr.",Subsector 331-Primary Metal Manufacturing,162,215
"Morgan, J. Pierpont, Jr.",Subsector 336-Transportation Equipment Manufacturing,162,229
"Morgan, J. Pierpont, Jr.",Subsector 524-Insurance Carriers and Related Activities,162,203
"Morgan, J. Pierpont, Jr.",Subsector 482-Rail Transportation,162,194
"Morgan, J. Pierpont, Jr.",Subsector 483-Water Transportation,162,209
"Morgan, J. Pierpont, Jr.",Subsector 212-Mining (except Oil and Gas),162,200
"Nickerson, Samuel M.",Subsector 522-Credit Intermediation and Related Activities,163,199
"Nickerson, Samuel M.",Subsector 482-Rail Transportation,163,194
"Roloson, Robert W.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",165,193
"Roloson, Robert W.",Subsector 325-Chemical Manufacturing,165,220
"Roloson, Robert W.","Subsector 424-Merchant Wholesalers, Nondurable Goods",165,201
"Russel, Horace","Subsector 922-Justice, Public Order, and Safety Activities",166,255
"Ryerson, Martin A.","Subsector 525-Funds, Trusts, and Other Financial Vehicles",167,207
"Ryerson, Martin A.","Subsector 423-Merchant Wholesalers, Durable Goods",167,244
"Ryerson, Martin A.",Subsector 321-Wood Product Manufacturing,167,205
"Ryerson, Martin A.",Subsector 522-Credit Intermediation and Related Activities,167,199
"Spaulding, William S.",Subsector 311-Food Manufacturing,168,197
"Spaulding, William S.",Subsector 333-Machinery Manufacturing,168,206
"Spaulding, William S.","Subsector 424-Merchant Wholesalers, Nondurable Goods",168,201
"Spaulding, William S.",Subsector 522-Credit Intermediation and Related Activities,168,199
"Vanderbilt, William Kissam",Subsector 482-Rail Transportation,170,194
"Vanderbilt, William Kissam",Subsector 237-Heavy and Civil Engineering Construction,170,217
"Vanderbilt, William Kissam","Subsector 711-Performing Arts, Spectator Sports, and Related Industries",170,213
"Walker, E. Chandler",Subsector 312-Beverage and Tobacco Product Manufacturing,171,237
"Walker, E. Chandler",Subsector 482-Rail Transportation,171,194
"Walker, E. Chandler",Subsector 531-Real Estate,171,218
"Walker, E. Chandler",Subsector 332-Fabricated Metal Product Manufacturing,171,210
"Walters, Henry",Subsector 482-Rail Transportation,172,194
"Walters, Henry",Subsector 522-Credit Intermediation and Related Activities,172,199
"Walters, Henry","Subsector 712-Museums, Historical Sites, and Similar Institutions",172,233
"Walters, Henry",Subsector 445-Food and Beverage Retailers,172,256
"White, George Robert","Subsector 424-Merchant Wholesalers, Nondurable Goods",173,201
"White, George Robert",Subsector 522-Credit Intermediation and Related Activities,173,199
"Loeser, Frederick",Subsector 452-General Merchandise Stores,175,231
"Loeser, Frederick","Subsector 424-Merchant Wholesalers, Nondurable Goods",175,201
"De Silver, Carll H.","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",176,193
"De Silver, Carll H.",Subsector 622-Hospitals,176,202
"De Silver, Carll H.",Subsector 611-Educational Services,176,238
"De Silver, Carll H.",Subsector 522-Credit Intermediation and Related Activities,176,199
"Lockwood, Luke Vincent","Subsector 541-Professional, Scientific, and Technical Services",174,216
"Lockwood, Luke Vincent","Subsector 523-Securities, Commodity Contracts, and Other Financial Investments and Related Activities",174,193
"Lockwood, Luke Vincent",Subsector 511-Publishing Industries (except Internet),174,227
"Lockwood, Luke Vincent",Subsector 622-Hospitals,174,202
"Lockwood, Luke Vincent",Subsector 482-Rail Transportation,174,194
